"Year","Month","Day","DATE","Y.WFEC","NAME","PRCP","TMAX","TMIN","TOBS","OilPrice","oilProduction","WoodFordBcfShaleProduction","Monthly Rig Count","Monthly Total Oil Production Anarkado ","Monhtly Total Natural Gas Production Anarkado","tornadoCount","Maximum.Relative.HumidityPct","Minimum.Relative.HumidityPct","Average.Relative.HumidityPct","Minimum.Wind.Chill.Index.Temperature","Maximum.Wind.SpeedMph","Minimum.Wind.SpeedMph","Average.Wind.SpeedMph","Standard.Deviation.of.Wind.Speed.at.10m.Mph","Maximum.Wind.GustMph","Maximum.Wind.Speed.at.2m.Mph","Minimum.Wind.Speed.at.2m.Mph","Average.Wind.Speed.at.2m","Standard.Deviation.of.Wind.Speed.at.2m.Mph","Maximum.Solar.Radiation.MJ.square.meters","Total.Solar.Radiation.MJ.square.meters","TempWeighted","CDDTref","HDDTref","HDDt","CDDt","TetMinus1","effectiveTemp","effectTempCategory","Holidays","Day of Week","WeekendIdentifier"
2011,2,10,2011-02-10,1504.313,"BLANCHARD 2 SSW, OK US",0,-6.7,-19.4,-19.4,85.44,5591,1.203,175,168875.523,4100753.85,1,85.3,34.55,64.25,-17.22,13.5,1.56,7.17,2.54,17.46,11.91,0,4.84,2.58,775.66,18.58,-13.05,20,5,18.05,0,0,-9.7,2,0,4,0
2011,2,11,2011-02-11,1354.719,"BLANCHARD 2 SSW, OK US",0,1.1,-19.4,-8.9,84.39,5591,1.203,175,168875.523,4100753.85,1,85,22.93,55.68,2.53,10.14,0.07,4.24,2.01,11.62,7.94,0,2.9,1.76,764.74,18.32,-9.15,20,5,14.15,0,0,-4.45,2,0,5,0
2011,2,12,2011-02-12,1153.192,"BLANCHARD 2 SSW, OK US",0,11.1,-10,-1.7,83.66,5591,1.203,175,168875.523,4100753.85,1,90,14.24,54.23,10.92,23.98,1.88,9.08,3.94,29.24,17.81,0,5.29,3.43,775.66,18.36,0.55,20,5,4.45,0,0,-0.85,2,1,6,1
2011,2,13,2011-02-13,992.125,"BLANCHARD 2 SSW, OK US",0,17.2,-1.7,3.9,83.66,5591,1.203,175,168875.523,4100753.85,1,85.7,17.26,48.75,17.23,13.6,1.81,7.79,2.81,17.24,10.23,0,3.99,2.7,774.82,18.65,7.75,20,5,0,0,0,1.95,3,1,7,1
2011,2,14,2011-02-14,992.291,"BLANCHARD 2 SSW, OK US",0,20.6,3.9,5.6,83.66,5591,1.203,175,168875.523,4100753.85,1,73.15,20.65,46.75,29.55,26.62,0.14,13.07,5.43,31.34,21.63,0,9.32,5.28,760.55,13.89,12.25,20,5,0,0,0,2.8,3,0,1,0
2011,2,15,2011-02-15,934.633,"BLANCHARD 2 SSW, OK US",0,18.9,4.4,8.9,83.13,5591,1.203,175,168875.523,4100753.85,1,86.8,15.1,50.89,21.23,15.43,0.08,6.44,3.19,19.89,12.53,0,4.19,3.11,768.94,18.61,11.65,20,5,0,0,0,4.45,3,0,2,0
2011,2,16,2011-02-16,894.384,"BLANCHARD 2 SSW, OK US",0,24.4,2.8,6.7,83.8,5591,1.203,175,168875.523,4100753.85,1,85,27.25,56.84,22.73,22.35,0.66,11.28,6.01,28.14,18.07,0,8.33,5.42,763.06,18.33,13.6,20,5,0,0,0,3.35,3,0,3,0
2011,2,17,2011-02-17,820.86,"BLANCHARD 2 SSW, OK US",0,26.1,6.7,15.6,85.05,5591,1.203,175,168875.523,4100753.85,1,98.3,16.32,61.87,-996,18.14,2.34,9.88,3.53,22.44,14.17,0,7.43,3.22,845.33,17.63,16.4,20,5,0,0,0,7.8,3,0,4,0
2011,2,18,2011-02-18,783.91,"BLANCHARD 2 SSW, OK US",0,27.2,9.4,11.1,85.03,5591,1.203,175,168875.523,4100753.85,1,86.6,27.71,48.31,39.07,22.15,1.96,10.34,4.8,29.66,18.5,0,7.59,4.7,766.42,17.55,18.3,20,5,0,0,0,5.55,3,0,5,0
2011,2,19,2011-02-19,781.213,"BLANCHARD 2 SSW, OK US",0,22.8,11.1,13.3,92.65,5591,1.203,175,168875.523,4100753.85,1,98.8,48.58,76.31,40.77,25.93,0.08,11.74,6.91,33.4,20.65,0,9.18,6.05,808.39,15.77,16.95,20,5,0,0,0,6.65,3,1,6,1
2011,2,20,2011-02-20,818.059,"BLANCHARD 2 SSW, OK US",0,25,13.3,14.4,92.65,5591,1.203,175,168875.523,4100753.85,1,95.6,18.4,60.01,-996,26.35,0.31,15.25,5.68,33.24,21.21,0,11.98,4.88,732.84,13.02,19.15,20,5,0,0,0,7.2,3,1,7,1
2011,2,21,2011-02-21,977.03,"BLANCHARD 2 SSW, OK US",0,24.4,3.3,3.3,92.65,5591,1.203,175,168875.523,4100753.85,1,82.3,25.46,51.76,21.7,26.08,5.29,14.47,5.44,32.3,20.58,2.09,11.07,5.29,823.5,18.04,13.85,20,5,0,0,0,1.65,3,0,1,0
2011,2,22,2011-02-22,1065.013,"BLANCHARD 2 SSW, OK US",0,8.3,-3.3,-3.3,92.65,5591,1.203,175,168875.523,4100753.85,1,72.18,31.41,50.32,17.86,14.04,0.17,7.8,3.25,18.41,11.78,0,5.57,3.18,854.56,-996,2.5,20,5,2.5,0,0,-1.65,2,0,2,0
2011,2,23,2011-02-23,862.703,"BLANCHARD 2 SSW, OK US",0,15.6,-3.3,12.8,96.04,5591,1.203,175,168875.523,4100753.85,1,96.7,46.7,72.43,36.1,15.6,5.38,9.93,1.99,20.83,13.2,2.82,7.36,2.35,822.67,15.09,6.15,20,5,0,0,0,6.4,3,0,3,0
2011,2,24,2011-02-24,948.521,"BLANCHARD 2 SSW, OK US",0,25.6,12.8,16.1,95.83,5591,1.203,175,168875.523,4100753.85,1,99.5,37.13,78.04,21.93,32.12,0.36,15.34,8.26,38.52,25.3,0,11.87,6.66,894.02,18.04,19.2,20,5,0,0,0,8.05,3,0,4,0
2011,2,25,2011-02-25,1052.413,"BLANCHARD 2 SSW, OK US",7.6,16.1,-1.7,-1.1,96.52,5591,1.203,175,168875.523,4100753.85,1,95.7,70.24,82.87,18.5,16.09,2.01,9.43,3.14,19.57,13.32,1.72,7.68,2.46,440.88,6.49,7.2,20,5,0,0,0,-0.55,2,0,5,0
2011,2,26,2011-02-26,1023.042,"BLANCHARD 2 SSW, OK US",0,2.8,-1.1,0,97.1,5591,1.203,175,168875.523,4100753.85,1,100,39.94,82.24,19.93,12.65,1.11,6.69,2.99,16.15,10.4,0,5.05,2.48,900.73,14.44,0.85,20,5,4.15,0,0,0,2,1,6,1
2011,2,27,2011-02-27,827.818,"BLANCHARD 2 SSW, OK US",0,20.6,0,17.8,97.1,5591,1.203,175,168875.523,4100753.85,1,99.9,7.05,57.02,40.73,36.33,0.07,16.88,9.53,45.75,29.24,0,12.65,7.71,855.4,15.31,10.3,20,5,0,0,0,8.9,3,1,7,1
2011,2,28,2011-02-28,916.866,"BLANCHARD 2 SSW, OK US",0,29.4,1.7,1.7,97.1,5591,1.203,175,168875.523,4100753.85,1,71.75,18.6,41.19,23.85,34.61,3.12,15.22,8.1,54.51,27.02,2.31,11.68,6.65,849.53,21.27,15.55,20,5,0,0,0,0.85,3,0,1,0
2011,3,1,2011-03-01,1031.236,"BLANCHARD 2 SSW, OK US",0,14.4,0.6,2.8,99.63,5568,1.174,181,206027.642,4331707.91,0,79.55,12.11,40.66,23.54,19.82,0.52,10.15,4.62,27.25,16.41,0,7.48,4.15,857.08,21.41,7.5,20,5,0,0,0,1.4,3,0,2,0
2011,3,2,2011-03-02,908.332,"BLANCHARD 2 SSW, OK US",0,22.8,2.8,4.4,102.27,5568,1.174,181,206027.642,4331707.91,0,68.39,17.51,41.38,36.12,22.17,6.09,13.09,3.78,29.15,18.12,3.54,10.27,3.57,834.42,20.48,12.8,20,5,0,0,0,2.2,3,0,3,0
2011,3,3,2011-03-03,872.533,"BLANCHARD 2 SSW, OK US",0,22.2,4.4,7.8,101.92,5568,1.174,181,206027.642,4331707.91,0,70.32,22.08,47.09,37,17.96,1.65,10.38,4.28,23.82,14.55,0.22,7.85,3.6,1003.15,15.88,13.3,20,5,0,0,0,3.9,3,0,4,0
2011,3,4,2011-03-04,828.631,"BLANCHARD 2 SSW, OK US",0,25.6,7.8,12.2,104.34,5568,1.174,181,206027.642,4331707.91,0,92.9,34.38,59.57,33.28,27.51,0.08,15.12,6.54,37.49,22.75,0,11.9,5.77,845.33,19.84,16.7,20,5,0,0,0,6.1,3,0,5,0
2011,3,5,2011-03-05,984.125,"BLANCHARD 2 SSW, OK US",0,20.6,-2.8,-2.8,105.37,5568,1.174,181,206027.642,4331707.91,0,61.01,15.63,40.06,23.29,26.46,6.21,15.47,5.31,34.27,21.21,2.76,11.96,5.07,874.71,21.6,8.9,20,5,0,0,0,-1.4,2,1,6,1
2011,3,6,2011-03-06,1009.222,"BLANCHARD 2 SSW, OK US",0,11.1,-3.3,-3.3,105.37,5568,1.174,181,206027.642,4331707.91,0,65.42,13.62,33.74,19.48,19.71,1.02,11.27,5.39,31.79,16.4,0,8.55,5.32,880.59,20.13,3.9,20,5,1.1,0,0,-1.65,2,1,7,1
2011,3,7,2011-03-07,930.177,"BLANCHARD 2 SSW, OK US",0,16.1,-3.3,6.7,105.37,5568,1.174,181,206027.642,4331707.91,0,77.61,30.47,47.13,42.73,25.59,9.8,17.59,2.98,31.43,20.38,8.59,14.1,2.34,760.55,14.07,6.4,20,5,0,0,0,3.35,3,0,1,0
2011,3,8,2011-03-08,915.999,"BLANCHARD 2 SSW, OK US",0,15,6.7,10,105.06,5568,1.174,181,206027.642,4331707.91,0,89.9,41.02,72.13,30.96,24.94,3.55,15.21,5.01,31.34,19.64,2.91,12.22,3.71,1019.94,18.26,10.85,20,5,0,0,0,5,3,0,2,0
2011,3,9,2011-03-09,960.666,"BLANCHARD 2 SSW, OK US",0,13.3,2.8,2.8,104.39,5568,1.174,181,206027.642,4331707.91,0,88.1,14.76,49.8,21.62,31.38,6.37,14.64,5.34,38.52,24.4,3.47,11.29,4.69,873.03,21.82,8.05,20,5,0,0,0,1.4,3,0,3,0
2011,3,10,2011-03-10,1012.248,"BLANCHARD 2 SSW, OK US",0,15.6,1.1,2.8,102.73,5568,1.174,181,206027.642,4331707.91,0,72.93,15.25,39.77,18.03,17.26,3.38,8.97,2.98,23.17,14.46,1.86,6.28,2.89,884.78,22.76,8.35,20,5,0,0,0,1.4,3,0,4,0
2011,3,11,2011-03-11,930.208,"BLANCHARD 2 SSW, OK US",0,18.9,2.8,7.8,101.14,5568,1.174,181,206027.642,4331707.91,0,61.73,10.71,31.3,27.68,25.81,5.29,13.67,5.37,32.53,20.94,3.74,10.17,5.11,1063.59,22.03,10.85,20,5,0,0,0,3.9,3,0,5,0
2011,3,12,2011-03-12,780.61,"BLANCHARD 2 SSW, OK US",0,26.7,7.2,7.2,101.2,5568,1.174,181,206027.642,4331707.91,0,59.63,28.58,42.26,38.12,22.03,4.37,11.84,3.44,28.14,16.96,2.52,8.98,2.68,945.23,17.7,16.95,20,5,0,0,0,3.6,3,1,6,1
2011,3,13,2011-03-13,852.672,"BLANCHARD 2 SSW, OK US",0,25.6,7.2,10,101.2,5568,1.174,181,206027.642,4331707.91,0,77.39,38.17,58.97,30.89,25.52,7.52,15.69,4.36,31.43,20.85,6.48,12.49,3.6,888.14,18.21,16.4,20,5,0,0,0,5,3,1,7,1
2011,3,14,2011-03-14,944.38,"BLANCHARD 2 SSW, OK US",0,13.9,2.2,2.2,101.2,5568,1.174,181,206027.642,4331707.91,0,77.69,36.73,63.53,29.59,25.79,1.66,13.2,4.76,32.08,20.36,1.53,10.28,4.27,912.49,21.21,8.05,20,5,0,0,0,1.1,3,0,1,0
2011,3,15,2011-03-15,1020.753,"BLANCHARD 2 SSW, OK US",0,11.7,-2.8,-2.2,97.23,5568,1.174,181,206027.642,4331707.91,0,93.2,30.58,61.71,22.39,16.76,0.26,9.12,3.78,22.57,14.45,0,6.83,3.86,980.48,18.07,4.45,20,5,0.550000000000001,0,0,-1.1,2,0,2,0
2011,3,16,2011-03-16,857.947,"BLANCHARD 2 SSW, OK US",0,18.3,-2.8,6.7,97.99,5568,1.174,181,206027.642,4331707.91,0,88.9,40.53,65.34,33.28,25.97,6.18,14.84,6.18,32.3,21.21,3.18,11.46,5.73,857.92,22.05,7.75,20,5,0,0,0,3.35,3,0,3,0
2011,3,17,2011-03-17,850.405,"BLANCHARD 2 SSW, OK US",0,25.6,5.6,16.1,101.47,5568,1.174,181,206027.642,4331707.91,0,96.3,11.05,53.03,-996,23.09,6.28,13.34,4.02,34.49,18.79,3.49,10.1,3.98,891.5,23.11,15.6,20,5,0,0,0,8.05,3,0,4,0
2011,3,18,2011-03-18,797.499,"BLANCHARD 2 SSW, OK US",0,31.7,16.1,18.3,101.06,5568,1.174,181,206027.642,4331707.91,0,76.43,42.88,58.59,40.19,22.97,4.63,15.34,4.33,29.95,17.67,1.37,11.58,3.94,886.46,22.89,23.9,20,5,0,3.9,0,9.15,3,0,5,0
2011,3,19,2011-03-19,785.561,"BLANCHARD 2 SSW, OK US",0,23.3,10.6,10.6,102.36,5568,1.174,181,206027.642,4331707.91,0,78.56,51.2,65.16,43.66,19.89,0.89,8.19,3.44,24.76,16.64,0,6.11,2.84,809.23,13,16.95,20,5,0,0,0,5.3,3,1,6,1
2011,3,20,2011-03-20,855.476,"BLANCHARD 2 SSW, OK US",0,27.8,10,17.2,102.36,5568,1.174,181,206027.642,4331707.91,0,83.3,42.4,64.67,-996,24.16,5.96,15.36,4.62,31.63,19.93,3.81,12.18,4.12,991.4,19.8,18.9,20,5,0,0,0,8.6,3,1,7,1
